#ra,dec,mag
21.72378611111111,38.28361111111111,5.69
20.256608333333332,33.72936111111111,5.7
19.572155555555554,51.23708333333333,5.71
19.457213888888887,52.3205,5.73
20.06026388888889,29.898083333333332,5.73
20.45061388888889,49.38322222222222,5.73
21.70637222222222,41.07702777777778,5.73
21.170986111111112,53.563111111111105,5.75
21.32465,49.51027777777778,5.75
21.468933333333332,32.22513888888889,5.75
20.30687777777778,55.397166666666664,5.76
21.108400000000003,31.18466666666667,5.77
21.54905,49.977611111111116,5.77
20.565233333333335,46.693861111111104,5.78
19.9134,36.995666666666665,5.79
22.030716666666667,52.88225,5.79
20.10378888888889,53.165055555555554,5.81
19.791050000000002,38.40761111111111,5.83
20.301941666666668,40.73211111111112,5.83
20.9404,50.72863888888889,5.83
19.72918888888889,41.77308333333333,5.86
20.26683611111111,45.57966666666667,5.87
20.395658333333333,37.476444444444446,5.87
19.14052222222222,52.42586111111111,5.88
19.64476388888889,54.97338888888889,5.89
20.49086388888889,56.06816666666667,5.89
21.32282777777778,38.23747222222222,5.89
20.488997222222224,36.45472222222222,5.9
19.868658333333332,47.931805555555556,5.91
19.989005555555558,45.77258333333333,5.92
20.940525,49.19583333333333,5.92
19.71238888888889,32.42675,5.93
21.06321666666667,53.28583333333333,5.93
21.429727777777778,36.66741666666666,5.93
20.379247222222222,41.02613888888889,5.95
20.942994444444444,44.92472222222222,5.96
21.60067777777778,45.374583333333334,5.96
20.667561111111112,43.45902777777778,5.97
21.7003,35.510194444444444,5.98
19.696969444444445,50.525444444444446,5.99
19.561555555555557,49.26233333333333,6.0
20.208813888888887,51.46361111111111,6.01
21.020241666666667,36.02602777777778,6.01
21.445819444444446,52.89852777777778,6.01
19.280941666666667,46.99838888888889,6.02
20.67673888888889,29.805444444444444,6.02
21.505641666666666,52.95794444444445,6.02
19.59675,36.94455555555555,6.03
19.945594444444446,36.25061111111111,6.03
19.73095833333333,34.16272222222222,6.04
21.114497222222223,38.73441666666667,6.05
21.356091666666668,32.61277777777778,6.05
19.893161111111112,59.70852777777778,6.06
20.659252777777777,40.57966666666667,6.07
21.22400833333333,36.633250000000004,6.07
21.378341666666667,30.30986111111111,6.07
21.692852777777777,40.80533333333333,6.07
19.71933333333333,30.67788888888889,6.08
20.377030555555557,31.265027777777778,6.09
19.662477777777777,33.97891666666667,6.1
19.92278888888889,58.25038888888889,6.1
21.051341666666666,38.65741666666666,6.1
21.710780555555555,49.60027777777778,6.1
21.80815,38.648583333333335,6.1
21.702319444444445,45.76575,6.11
19.824305555555554,38.71016666666667,6.12
20.12817777777778,34.422916666666666,6.12
21.283894444444446,53.99761111111111,6.12
21.735683333333334,28.742916666666666,6.12
19.846352777777778,37.82630555555556,6.13
19.871222222222222,36.43227777777778,6.13
20.22856111111111,43.379,6.13
19.764263888888888,35.01277777777778,6.14
19.790791666666667,47.907666666666664,6.14
19.987594444444447,52.05569444444444,6.14
20.0852,51.839333333333336,6.14
20.529588888888888,56.77986111111111,6.14
21.315369444444446,41.040527777777775,6.15
19.938616666666668,56.68697222222222,6.16
20.07466388888889,48.22966666666667,6.16
21.627447222222223,54.04219444444444,6.16
21.678694444444446,54.87213888888889,6.16
19.678097222222224,43.07783333333334,6.17
20.97526111111111,41.93991666666666,6.17
21.289772222222226,42.68355555555555,6.17
21.524294444444443,52.61986111111111,6.17
21.574294444444444,51.69847222222222,6.17
19.7764,32.88861111111111,6.18
20.085997222222222,38.47819444444445,6.18
21.040055555555558,44.791,6.18
21.23618888888889,29.900972222222222,6.18
20.089305555555555,56.34122222222222,6.19
20.580669444444442,51.854222222222226,6.19
21.62441111111111,44.69661111111111,6.19
20.382080555555557,42.983444444444444,6.2
20.522530555555555,52.30936111111111,6.2
21.851380555555558,39.53663888888889,6.2
20.51645277777778,36.93586111111111,6.21
20.623213888888888,38.32877777777778,6.21
19.699341666666665,40.25405555555555,6.22
19.855380555555556,47.37719444444444,6.22
20.33756111111111,39.403277777777774,6.22
19.32678333333333,54.37605555555555,6.23
20.02091111111111,37.09886111111111,6.23
20.341844444444444,53.59569444444445,6.23
21.274894444444442,42.25183333333333,6.23
19.659591666666664,45.95738888888889,6.25
19.697805555555554,50.517916666666665,6.25
21.802336111111114,36.58041666666667,6.25
19.51300833333333,36.22852777777778,6.26
20.811872222222224,51.910333333333334,6.26
19.25532777777778,50.071111111111115,6.27
21.554969444444446,45.85402777777778,6.27
19.72763611111111,57.04266666666666,6.28
20.267619444444442,38.89808333333333,6.28
19.720633333333332,58.01675,6.29
20.798025000000003,52.407583333333335,6.29
19.883680555555554,47.80775,6.3
20.777391666666666,46.53172222222222,6.3
19.310513888888888,49.56933333333334,6.32
20.29140277777778,42.722055555555556,6.32
20.62549166666667,31.57252777777778,6.32
21.062083333333334,46.86327777777778,6.32
19.976208333333332,38.105694444444445,6.33
20.831844444444446,46.66133333333333,6.33
20.772577777777776,52.995555555555555,6.34
21.064483333333335,41.628305555555556,6.34
20.315983333333335,39.004194444444444,6.35
19.746969444444446,40.716861111111115,6.36
20.26201111111111,50.23286111111111,6.36
20.885380555555557,29.64925,6.36
21.27142222222222,44.238194444444446,6.36
21.603894444444446,30.05527777777778,6.36
19.520433333333333,55.73188888888889,6.37
19.719655555555555,38.67172222222222,6.37
21.057230555555556,50.35180555555556,6.37
19.76101388888889,36.091,6.38
20.367516666666667,41.13213888888889,6.38
20.43985,56.638666666666666,6.38
19.583675,52.50211111111111,6.39
19.74393611111111,34.41416666666667,6.39
20.046891666666667,31.958805555555553,6.39
20.452158333333333,34.32908333333334,6.39
21.3504,40.34558333333334,6.39
21.753444444444444,52.267583333333334,6.4
20.789102777777778,45.580000000000005,6.41
21.95061111111111,48.66861111111111,6.42
19.70114722222222,55.46330555555556,6.42
19.814055555555555,33.437305555555554,6.42
20.866775,32.84891666666667,6.42
19.61933888888889,29.33372222222222,6.43
20.49996388888889,45.92819444444444,6.43
19.628005555555557,35.022555555555556,6.44
19.965588888888888,42.26080555555556,6.44
20.418055555555558,59.60011111111111,6.44
21.76234722222222,35.85727777777778,6.44
20.650052777777777,56.00494444444445,6.45
21.26032777777778,47.974000000000004,6.45
21.347224999999998,32.452333333333335,6.45
19.945877777777778,50.902499999999996,6.46
20.313797222222224,46.32222222222222,6.46
21.17526666666667,47.69222222222222,6.46
21.396774999999998,37.3515,6.46
19.598875,50.238527777777776,6.47
19.63241111111111,49.284055555555554,6.47
20.234686111111113,36.60488888888889,6.47
20.27448611111111,37.05638888888888,6.47
20.526741666666666,34.3305,6.47
20.990169444444444,42.324444444444445,6.47
20.723388888888888,35.587805555555555,6.48
21.827805555555557,41.148805555555555,6.48
19.713638888888887,29.331666666666667,6.49
20.15621388888889,56.02686111111111,6.49
20.332233333333335,46.83730555555556,6.49
20.40898888888889,53.55191666666666,6.49
20.56348888888889,41.77283333333333,6.5
21.039155555555556,39.509027777777774,6.5
21.04683888888889,45.848888888888894,6.5
19.61992777777778,28.499861111111112,6.67
20.659166666666664,42.24861111111111,6.81
19.409186111111108,50.241416666666666,7.08
20.201816666666666,38.35494444444445,7.48
20.52398611111111,39.93883333333333,7.56
19.78280833333333,34.41952777777777,7.86
19.84276111111111,32.914138888888886,7.91
20.15786111111111,52.27638888888889,8.09
19.61371666666667,50.199861111111105,8.15
19.727194444444443,48.777499999999996,8.45
20.449416666666668,33.74444444444445,8.56
20.326777777777778,47.89388888888889,8.77
19.972688888888886,35.20161111111111,8.95
20.564583333333335,35.218611111111116,9.4
19.578611111111112,46.85277777777778,9.44
19.847291666666667,48.08086111111111,9.59
19.40222222222222,49.040277777777774,10.1
19.62438888888889,49.915,10.22
19.80463888888889,40.525,10.3
19.579233333333335,30.51636111111111,10.45
19.483055555555556,47.96944444444445,10.5
21.635833333333334,30.488611111111112,10.54
19.206666666666667,50.03361111111111,11.0
19.62388888888889,38.9475,11.0
19.410833333333333,55.473055555555554,11.06
19.582194444444443,41.90083333333333,11.41
19.83025,41.01111111111111,11.51
19.281166666666667,47.8845,11.66
19.69911111111111,51.01361111111111,11.68
20.104305555555555,44.456836111111116,11.71
19.988055555555558,43.814166666666665,11.73
19.425833333333333,44.52916666666667,11.9
19.416666666666668,49.231944444444444,12.0
19.58277777777778,44.44833333333333,12.0
19.281666666666666,49.54833333333333,12.02
19.822222222222223,41.89111111111111,12.4
19.173694444444447,49.52333333333333,12.5
19.941388888888888,41.86666666666667,12.5
19.456527777777776,44.968333333333334,12.52
20.05761111111111,44.337500000000006,12.88
19.831027777777777,42.882777777777775,12.9
19.583888888888886,41.871944444444445,13.0
19.552222222222223,48.28583333333333,13.0
19.9425,40.94888888888889,13.04
19.733583333333335,44.27755555555555,13.426
19.19986111111111,50.94444444444444,13.46
19.550833333333333,44.86888888888889,13.7
19.608055555555556,48.349444444444444,13.7
19.789150000000003,48.23997222222222,13.8
19.960466666666665,50.03505555555555,13.9
19.614444444444445,49.47916666666667,14.0
19.61277777777778,39.61888888888889,14.0
19.271944444444443,46.00527777777778,14.0
19.694444444444446,51.18472222222222,14.0
19.485833333333336,43.197222222222216,14.0
19.853055555555557,40.41777777777777,14.1
20.034472222222224,44.38166666666667,14.11
19.80777777777778,41.909166666666664,14.2
19.539444444444445,41.355555555555554,14.23
19.797222222222224,46.03444444444444,14.3
19.50027777777778,43.08305555555556,14.4
19.90833333333333,48.5775,14.5
19.634166666666665,45.98166666666667,14.5
19.839444444444442,40.977222222222224,14.5
19.7875,47.526666666666664,14.76
19.823055555555555,44.026944444444446,14.8
19.756944444444443,41.09277777777778,14.87
19.628888888888888,38.355555555555554,15.0
19.398333333333333,45.290277777777774,15.0
19.861111111111114,46.965,15.0
19.76527777777778,49.937777777777775,15.0
19.307194444444445,44.345555555555556,15.0
19.740833333333335,39.97888888888889,15.0
19.686944444444446,42.47527777777778,15.0
20.006944444444443,45.76222222222222,15.0
19.88347222222222,40.49611111111111,15.03
19.75722222222222,39.11527777777778,15.3
19.598888888888887,46.687777777777775,15.3
19.284722222222225,42.60416666666667,15.3
19.65769444444444,46.28583333333333,15.39
19.48638888888889,40.59166666666667,15.5
19.57611111111111,44.65694444444444,15.5
19.601666666666667,45.85305555555556,15.5
19.89,47.49111111111111,15.5
19.575805555555554,42.825,15.56
19.948333333333334,40.34305555555556,15.8
19.85611111111111,46.57416666666667,16.0
19.397777777777776,51.50472222222222,16.0
19.481388888888887,44.61944444444445,16.12
19.240833333333335,49.968611111111116,16.2
19.651666666666664,43.05638888888888,16.3
20.114722222222223,44.411944444444444,16.3
19.610277777777778,46.16638888888889,16.4
19.525,41.064166666666665,16.88
21.193502777777777,48.150527777777775,17.1
19.91583333333333,46.49861111111111,18.0
