#ra,dec,mag
3.3645472222222224,49.07105555555556,5.94
3.818922222222222,43.96302777777778,5.95
4.337338888888889,41.808166666666665,5.95
1.8491916666666668,51.93369444444444,5.96
3.296038888888889,39.28341666666667,5.97
4.697244444444444,38.28041666666667,5.97
3.2764416666666665,32.18422222222222,5.98
2.3012777777777775,57.516333333333336,5.99
4.779019444444445,40.312666666666665,5.99
1.8209888888888888,47.89694444444444,6.01
2.9425833333333338,47.164,6.05
2.967313888888889,38.61497222222222,6.06
3.089175,40.58219444444445,6.06
3.7351194444444444,48.523694444444445,6.06
3.249041666666667,42.50361111111111,6.07
4.137627777777778,37.72797222222223,6.07
3.4326,49.12083333333334,6.09
4.556916666666666,43.06388888888888,6.09
4.736947222222223,40.7865,6.09
3.0944861111111113,56.069027777777784,6.1
3.7446972222222223,46.09986111111111,6.1
3.0033,38.13180555555556,6.11
3.20265,42.37594444444444,6.15
3.267897222222222,45.346222222222224,6.15
4.336097222222222,31.953194444444442,6.16
3.805022222222222,50.73677777777778,6.18
4.510666666666666,32.45780555555556,6.18
3.4906277777777777,46.93794444444444,6.21
2.9474055555555556,51.261361111111114,6.22
3.8679027777777777,31.168666666666667,6.22
4.302247222222222,42.14125,6.22
2.889186111111111,48.569972222222226,6.23
3.267183333333333,34.6885,6.23
2.4211194444444444,56.609833333333334,6.25
2.8252055555555553,57.08433333333333,6.25
4.3932777777777785,42.428,6.25
4.523361111111111,40.010222222222225,6.25
3.7969555555555554,32.195499999999996,6.26
2.7828555555555554,35.98352777777778,6.27
1.880761111111111,51.47486111111111,6.28
2.784333333333333,35.554805555555554,6.28
2.397708333333333,55.36486111111111,6.29
3.5248194444444443,49.20977777777778,6.29
2.7171805555555557,48.26525,6.3
3.263097222222222,32.85666666666667,6.3
2.168813888888889,53.84319444444445,6.31
4.247797222222222,37.54266666666666,6.31
3.2073222222222224,47.726083333333335,6.32
3.9747583333333334,38.840361111111115,6.32
3.1343972222222223,52.21355555555556,6.33
1.6703111111111109,53.86827777777778,6.35
2.8811194444444443,52.99738888888889,6.35
4.532483333333333,36.74286111111111,6.35
2.1914416666666665,57.64555555555555,6.38
3.1298166666666667,47.30869444444444,6.38
4.020788888888889,36.989472222222226,6.39
2.3654,57.242916666666666,6.4
3.530288888888889,49.40108333333333,6.41
3.6333805555555556,42.582888888888895,6.41
3.544161111111111,44.85577777777778,6.42
2.228225,58.560583333333334,6.43
1.8967944444444444,55.59766666666667,6.44
2.843138888888889,36.94863888888889,6.44
3.286513888888889,40.48305555555556,6.44
2.791986111111111,44.27222222222222,6.45
2.824147222222222,37.32641666666667,6.45
3.760308333333333,38.67622222222222,6.45
3.263513888888889,50.95597222222222,6.46
4.233258333333334,37.96713888888889,6.47
2.2810333333333332,57.055249999999994,6.48
3.0657638888888887,47.8485,6.48
2.225975,53.05858333333333,6.5
3.5250777777777778,40.76002777777778,6.5
2.3179027777777774,57.1355,6.55
3.9230777777777774,31.045861111111112,6.79
3.8001027777777776,40.53063888888889,7.24
4.814819444444444,43.27558333333333,7.7
2.772811111111111,49.653083333333335,7.73
2.7058333333333335,38.618611111111115,8.74
3.6830555555555553,31.82638888888889,8.78
2.2086111111111113,51.778888888888886,11.9
4.416536111111111,39.460638888888894,12.16
