#ra,dec,mag
7.061988888888889,-11.551722222222223,8.8
6.226572222222222,-29.897277777777777,8.95
7.137566666666667,-22.440361111111113,9.16
6.556666666666667,-23.48611111111111,10.3
7.308091666666667,-13.217083333333333,11.4
7.283147222222222,-15.307055555555555,11.6
6.274166666666667,-21.453055555555554,13.5
7.346641666666667,-31.784083333333335,14.64
7.3402666666666665,-31.430611111111112,26.6
7.366941555555555,-25.876642222222223,9.6
7.378699999999999,-26.01136111111111,7.19
