5830.79849 15.803 0.005
5832.80033 15.663 0.005
5834.78545 15.613 0.005
5835.83048 15.655 0.005
5837.79625 15.663 0.005
5839.89607 15.789 0.006
5840.86179 15.691 0.005
5842.81083 15.754 0.006
5846.78187 15.806 0.006
5850.81821 15.569 0.005
5851.77476 15.702 0.005
5853.82716 15.554 0.005
5856.82607 15.567 0.005
5858.77169 15.804 0.006
5858.77846 15.813 0.006
5859.82908 15.589 0.005
5861.75521 15.794 0.006
5862.76901 15.648 0.005
5864.86561 15.769 0.005
5865.73540 15.720 0.005
5867.83884 15.765 0.005
5869.86284 15.602 0.005
5871.79574 15.770 0.005
5872.76822 15.572 0.005
5874.80043 15.815 0.005
5879.74087 15.686 0.006
5881.80874 15.560 0.005
5883.72413 15.800 0.006
5885.76790 15.656 0.005
5887.75935 15.627 0.005
5889.86101 15.779 0.006
5892.71996 15.762 0.006
5894.76165 15.606 0.005
5896.74634 15.797 0.005
5898.75676 15.729 0.005
5900.69949 15.566 0.005
5901.80028 15.716 0.005
5902.69990 15.828 0.006
5903.71639 15.563 0.005
5904.71450 15.693 0.005
5905.68834 15.811 0.005
5906.70037 15.566 0.005
5907.69188 15.665 0.005
5909.74467 15.580 0.005
5911.70800 15.785 0.005
5912.79466 15.588 0.005
5913.75159 15.647 0.005
5914.77437 15.787 0.005
5915.74804 15.665 0.005
5916.71620 15.614 0.005
5917.74893 15.759 0.005
5922.78114 15.600 0.005
5923.74835 15.752 0.005
5925.75225 15.590 0.005
5926.74929 15.722 0.005
5927.75003 15.813 0.005
5929.75624 15.705 0.005
5931.73412 15.551 0.005
5932.73900 15.686 0.005
5933.75200 15.816 0.006
5934.77239 15.561 0.005
5936.69410 15.796 0.005
5937.71666 15.580 0.005
5939.68248 15.797 0.005
5940.67921 15.663 0.005
5941.70703 15.633 0.005
5942.70225 15.763 0.005
5943.70371 15.701 0.005
5944.66691 15.609 0.005
5945.67595 15.754 0.005
5946.69956 15.748 0.005
5947.68355 15.590 0.005
5948.65981 15.729 0.005
5949.68915 15.807 0.006
5951.64881 15.719 0.005
5952.67435 15.819 0.005
5954.65384 15.692 0.005
5956.69236 15.554 0.005
5958.68980 15.824 0.005
5960.64791 15.657 0.005
5963.65147 15.642 0.005
5964.59422 15.779 0.005
5967.59966 15.767 0.005
5969.65333 15.626 0.005
5971.65906 15.751 0.005
5972.62821 15.593 0.005
5974.58580 15.808 0.005
5976.62140 15.719 0.005
5978.69771 15.564 0.005
5980.56448 15.824 0.005
5982.61005 15.684 0.005
5984.66054 15.558 0.005
5985.60868 15.664 0.005
5987.61377 15.615 0.005
5989.56156 15.783 0.005
5990.57010 15.683 0.006
5992.60550 15.757 0.005
5993.63447 15.700 0.006
5995.57875 15.752 0.005
5996.57861 15.754 0.006
5998.57949 15.737 0.005
6002.55852 15.826 0.005
6010.54299 15.662 0.005
6016.57301 15.630 0.005
6021.55350 15.756 0.006
6022.56273 15.600 0.005
6025.53957 15.579 0.005
6029.54244 15.709 0.005
6034.47626 15.561 0.005
6036.47815 15.793 0.006
6038.52060 15.643 0.006
6040.47890 15.664 0.005
6042.47635 15.767 0.006
6052.46481 15.818 0.006
6056.46580 15.563 0.005
6059.46516 15.568 0.005
6071.46065 15.750 0.006
6137.94329 15.602 0.006
6139.92833 15.803 0.005
6150.91942 15.673 0.006
6166.91507 15.724 0.005
6180.90295 15.614 0.005
6186.88802 15.717 0.005
6195.87672 15.834 0.005
6198.89258 15.818 0.006
6200.89672 15.686 0.006
6203.80083 15.648 0.005
6208.81413 15.693 0.005
6212.85670 15.617 0.005
6216.85449 15.733 0.005
6219.85500 15.727 0.005
6222.85507 15.699 0.006
6225.76989 15.678 0.005
6225.78730 15.672 0.005
6229.82890 15.797 0.005
6231.80159 15.646 0.005
6235.82937 15.770 0.005
6239.86205 15.747 0.005
6244.80015 15.728 0.005
6248.74672 15.823 0.005
6250.76894 15.675 0.005
6253.77312 15.666 0.005
6256.75921 15.647 0.005
6259.76917 15.614 0.005
6264.76484 15.738 0.005
6269.77670 15.716 0.005
6273.77254 15.810 0.005
6275.76468 15.697 0.005
6279.76665 15.812 0.005
6285.70510 15.759 0.005
6288.72988 15.756 0.005
6296.75921 15.577 0.005
6301.72443 15.815 0.005
6308.72980 15.618 0.005
6315.65325 15.598 0.005
6325.63733 15.686 0.005
6338.58974 15.754 0.005
6343.60426 15.589 0.005
6354.57097 15.788 0.005
6360.58062 15.791 0.005
6363.59525 15.775 0.005
6374.54997 15.571 0.005
6380.50856 15.595 0.005
6389.50303 15.763 0.005
6399.47520 15.561 0.005
6511.88834 15.586 0.005
6520.93484 15.578 0.006
6521.87126 15.656 0.005
6532.88123 15.776 0.005
6548.84107 15.618 0.005
6564.86174 15.569 0.005
6572.78992 15.807 0.005
6581.78307 15.752 0.005
6585.82340 15.794 0.005
6595.73057 15.595 0.005
6603.74884 15.766 0.005
6611.77859 15.586 0.005
6615.78900 15.726 0.005
6619.71604 15.814 0.005
6625.70883 15.785 0.005
6633.74263 15.595 0.005
6643.70542 15.682 0.006
6648.75038 15.586 0.005
6655.76263 15.618 0.005
6659.66657 15.747 0.005
6664.80254 15.597 0.005
6670.70691 15.568 0.005
6676.71508 15.612 0.005
6681.72265 15.776 0.005
6692.68642 15.567 0.005
6696.68243 15.680 0.005
6700.66420 15.805 0.005
6706.66578 15.774 0.005
6711.65880 15.605 0.005
6716.59722 15.804 0.005
6879.92753 15.589 0.005
6887.89707 15.815 0.005
6896.86720 15.777 0.006
6910.85825 15.569 0.006
6924.80009 15.757 0.005
6929.83992 15.583 0.005
6936.74459 15.680 0.005
6939.73192 15.661 0.005
6943.74393 15.784 0.005
6950.74260 15.757 0.005
6956.77864 15.807 0.006
6960.78273 15.562 0.005
6965.71480 15.804 0.005
6972.76170 15.679 0.005
6976.79675 15.608 0.005
6979.77199 15.596 0.005
6982.72909 15.580 0.005
6985.72912 15.564 0.005
6990.72748 15.800 0.006
6995.70446 15.626 0.005
6999.73980 15.763 0.005
7003.81745 15.737 0.005
7008.73770 15.712 0.005
7013.75688 15.562 0.005
7017.77104 15.678 0.005
7021.75496 15.796 0.005
7025.69117 15.713 0.005
7029.69159 15.595 0.005
7033.74333 15.729 0.006
7039.72155 15.684 0.005
7045.63874 15.647 0.005
7053.64943 15.763 0.006
7058.67934 15.729 0.006
7064.70579 15.703 0.005
7071.66892 15.801 0.005
7075.67366 15.679 0.006
7079.61241 15.606 0.006
7083.58907 15.726 0.005
7087.59434 15.820 0.006
7091.57807 15.564 0.005
7099.59473 15.768 0.005
7109.53717 15.819 0.007
7112.55820 15.824 0.006
7116.54908 15.554 0.006
7120.51890 15.653 0.005
7126.50236 15.609 0.005
7132.47251 15.584 0.006
7135.48800 15.562 0.005
7140.47030 15.815 0.006
7144.46839 15.602 0.007
7270.89909 15.743 0.005
7283.79585 15.813 0.006
7291.77416 15.614 0.006
7294.75850 15.596 0.005
7302.84504 15.824 0.006
7308.81206 15.809 0.006
7317.76858 15.762 0.006
7325.72977 15.583 0.005
7338.73978 15.642 0.005
7342.71817 15.767 0.005
7346.70929 15.780 0.005
7354.84185 15.714 0.005
7357.83926 15.695 0.005
7364.74539 15.793 0.005
7367.78428 15.781 0.005
7373.72147 15.746 0.006
7377.79123 15.810 0.005
7382.68903 15.689 0.005
7386.70391 15.792 0.005
7391.70360 15.640 0.005
7399.72955 15.764 0.006
7404.71837 15.711 0.005
7408.69132 15.810 0.005
7410.69374 15.680 0.005
7416.66286 15.633 0.005
7426.67453 15.746 0.006
7432.65164 15.700 0.005
7437.62283 15.572 0.005
7442.59000 15.782 0.006
7446.60546 15.731 0.005
7450.61506 15.588 0.005
7456.59746 15.577 0.005
7462.59689 15.577 0.005
7467.54783 15.779 0.005
7473.55220 15.751 0.005
7481.52765 15.561 0.005
7494.47841 15.629 0.006
7500.47179 15.589 0.005
